City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Lorica,CO,9.2365,-75.8135,87.78,60,89,10.8,overcast clouds
349,Saint-Philippe,RE,-21.3585,55.7679,80.19,77,68,11.54,broken clouds
350,Havoysund,NO,70.9963,24.6622,31.08,65,95,15.55,overcast clouds
351,Boddam,GB,57.4667,-1.7833,41.38,91,100,30.85,light rain
352,Bestobe,KZ,52.4994,73.0975,11.1,91,98,12.46,overcast clouds
353,Rawlins,US,41.7911,-107.2387,41.22,44,0,6.91,clear sky
354,Souillac,MU,-20.5167,57.5167,80.98,78,75,14.97,light rain
355,Katobu,ID,-4.9408,122.5276,77.07,85,100,2.68,overcast clouds
356,Dingle,PH,10.9995,122.6711,75.79,91,91,2.35,overcast clouds
357,Harper,LR,4.375,-7.7169,83.97,69,74,11.39,broken clouds
358,Roald,NO,62.5833,6.1333,34.32,86,75,4.61,broken clouds
359,Yakima,US,46.4665,-120.6678,29.84,89,100,0.0,overcast clouds
360,Odweyne,SO,9.4092,45.064,63.73,60,65,10.63,broken clouds
361,Ericeira,PT,38.9627,-9.4156,64.35,56,96,6.51,overcast clouds
362,Coihueco,CL,-36.6167,-71.8333,77.74,34,20,6.91,few clouds
363,Fortuna,US,40.5982,-124.1573,46.65,94,90,1.01,overcast clouds
364,Gat,IL,31.61,34.7642,54.39,100,7,2.59,clear sky
365,Port Lincoln,AU,-34.7333,135.8667,66.22,84,0,10.83,clear sky
366,Manono,CD,-7.3,27.4167,70.23,96,99,3.85,moderate rain
367,Lardos,GR,36.0942,28.0157,54.95,75,57,7.45,broken clouds
368,Puerto Carreno,CO,6.189,-67.4859,89.58,43,20,11.5,few clouds
369,Nome,US,64.5011,-165.4064,-6.9,77,0,0.0,clear sky
370,Vanimo,PG,-2.6741,141.3028,77.49,87,99,9.75,moderate rain
371,Balikpapan,ID,-1.2675,116.8289,77.99,94,20,3.44,few clouds
372,Kysyl-Syr,RU,63.8986,122.7617,-24.02,100,99,3.76,overcast clouds
373,Kailua,US,21.4022,-157.7394,73.38,73,75,4.61,broken clouds
374,Paredon,MX,16.0333,-93.8667,83.61,41,2,13.73,clear sky
375,Tambacounda,SN,13.7539,-13.7586,102.99,7,34,7.0,scattered clouds
376,Sciacca,IT,37.5082,13.0881,56.1,85,1,11.45,clear sky
377,Geraldton,AU,-28.7667,114.6,72.01,94,100,16.11,overcast clouds
378,Paamiut,GL,61.994,-49.6678,8.91,68,100,10.27,overcast clouds
379,Cherkasskoye,RU,52.4333,47.2167,16.68,98,88,3.74,overcast clouds
380,Sharanga,RU,57.1775,46.5396,16.03,97,100,5.66,overcast clouds
381,Port-Cartier,CA,50.0334,-66.8654,7.75,79,100,17.47,overcast clouds
382,Codrington,AU,-38.2667,141.9667,61.7,98,6,7.36,clear sky
383,Lalmohan,BD,22.3384,90.7419,65.03,59,0,4.5,clear sky
384,Guerrero Negro,MX,27.9769,-114.0611,63.14,60,64,11.45,broken clouds
385,Mabaruma,GY,8.2,-59.7833,86.67,48,27,7.78,scattered clouds
386,Auki,SB,-8.7676,160.7034,77.88,86,100,3.56,overcast clouds
387,Tailai,CN,46.3833,123.4,-4.16,95,8,3.49,clear sky
388,Houston,US,29.7633,-95.3633,65.01,51,0,4.0,clear sky
389,Matagami,CA,49.7502,-77.6328,-2.09,78,20,12.66,haze
390,Bjornevatn,NO,69.6672,29.9847,17.22,92,0,10.36,clear sky
391,Taoudenni,ML,22.6783,-3.9836,83.98,11,98,16.87,overcast clouds
392,Kilindoni,TZ,-7.9139,39.6668,80.22,79,100,9.64,overcast clouds
393,Kolding,DK,55.4904,9.4722,41.18,65,35,17.27,scattered clouds
394,Mosalsk,RU,54.4881,34.9817,26.1,95,100,10.83,snow
395,Zhuhai,CN,22.2769,113.5678,60.06,72,40,13.8,scattered clouds
396,Berlevag,NO,70.8578,29.0864,30.2,85,97,20.87,light snow
397,Swan Hill,AU,-35.3378,143.5544,75.99,35,0,6.67,clear sky
398,Victor Harbor,AU,-35.5667,138.6167,71.8,86,16,4.79,few clouds
399,Komsomolskiy,UZ,40.4272,71.7189,33.22,86,100,4.61,mist
400,Nadym,RU,65.5333,72.5167,-6.16,95,74,8.59,broken clouds
401,Matay,EG,28.419,30.7792,55.94,40,5,6.4,clear sky
402,Chateaubelair,VC,13.2833,-61.25,83.01,74,40,12.66,scattered clouds
403,Mehamn,NO,71.0357,27.8492,30.38,69,75,19.57,broken clouds
404,Kushiro,JP,42.975,144.3747,10.58,80,3,9.86,clear sky
405,Barranco,PA,9.5167,-82.7,83.95,52,41,5.1,scattered clouds
406,San Angelo,US,31.4638,-100.437,60.94,36,0,1.99,clear sky
407,Sobolevo,RU,54.4299,31.8996,32.14,89,100,10.25,overcast clouds
408,Xuddur,SO,4.1213,43.8894,80.55,23,61,10.65,broken clouds
409,Fujin,CN,47.26,132.0322,-15.41,99,17,4.56,few clouds
410,Hobyo,SO,5.3505,48.5268,77.38,74,93,16.44,light rain
411,Sekondi,GH,4.937,-1.7128,83.01,69,95,10.11,overcast clouds
412,Plouzane,FR,48.3833,-4.6167,50.32,87,100,6.91,overcast clouds
413,Turukhansk,RU,65.8167,87.9833,1.29,95,100,8.75,overcast clouds
414,Edendale,ZA,-29.6528,30.3147,68.63,96,44,3.87,scattered clouds
415,Taiobeiras,BR,-15.8078,-42.2331,78.1,71,94,6.85,heavy intensity rain
416,Naryan-Mar,RU,67.6713,53.087,12.92,92,100,13.62,overcast clouds
417,Ust-Maya,RU,60.4167,134.5333,-32.22,100,86,0.67,overcast clouds
418,Mount Isa,AU,-20.7333,139.5,74.97,100,100,6.91,overcast clouds
419,Chokurdakh,RU,70.6333,147.9167,-29.6,89,36,1.16,scattered clouds
420,Berdigestyakh,RU,62.0989,126.6992,-14.76,100,100,2.86,overcast clouds
421,Ketchikan,US,55.3422,-131.6461,35.58,93,75,3.44,broken clouds
422,Magalia,US,39.8121,-121.5783,44.15,47,3,1.9,clear sky
423,Sola,VU,-13.8833,167.55,79.75,83,100,17.63,heavy intensity rain
424,Talnakh,RU,69.4865,88.3972,-11.49,97,89,8.66,overcast clouds
425,Dhidhdhoo,MV,6.8833,73.1,81.36,76,12,9.98,few clouds
426,Jiayuguan,CN,39.8167,98.3,16.81,47,100,6.51,overcast clouds
427,Tankhoy,RU,51.5528,105.1306,3.96,91,41,4.21,scattered clouds
428,Svetlaya,RU,46.5389,138.3297,-0.72,79,9,9.19,clear sky
429,Guayaramerin,BO,-10.8368,-65.3614,80.65,78,75,6.91,light rain
430,Liberal,US,37.0431,-100.921,46.15,31,0,3.44,clear sky
431,Sao Sebastiao,BR,-23.76,-45.4097,74.41,93,100,0.27,light rain
432,Toora-Khem,RU,52.4675,96.11,-23.55,100,50,0.67,scattered clouds
433,Grenaa,DK,56.4158,10.8783,37.62,69,3,17.11,clear sky
434,Tura,IN,25.5198,90.2201,53.13,55,8,3.06,clear sky
435,Seddon,AU,-37.8068,144.8916,70.61,90,100,1.99,overcast clouds
436,Abaete,BR,-19.16,-45.4458,81.16,64,85,6.15,moderate rain
437,Ardakan,IR,32.31,54.0175,46.78,25,9,2.44,clear sky
438,Hemsedal,NO,60.8629,8.5534,11.39,91,14,6.49,few clouds
439,Padilla,CO,3.2204,-76.3139,78.37,66,100,3.24,overcast clouds
440,Japura,ID,-0.3167,102.35,74.01,97,41,1.77,scattered clouds
441,Varhaug,NO,58.6147,5.6457,36.95,64,99,9.44,overcast clouds
442,Radzyn Podlaski,PL,51.7833,22.6167,37.11,92,100,26.26,light rain
443,Jalu,LY,29.0331,21.5482,56.84,50,85,19.89,overcast clouds
444,San Blas,MX,21.5167,-105.2667,84.09,35,4,3.76,clear sky
445,Lobito,AO,-12.3481,13.5456,78.31,79,96,6.69,overcast clouds
446,Mahebourg,MU,-20.4081,57.7,80.89,78,75,14.97,broken clouds
447,Qiongshan,CN,20.0058,110.3542,64.38,94,75,13.42,broken clouds
448,Dicabisagan,PH,17.0818,122.4157,74.68,87,97,12.37,overcast clouds
449,Luzhou,CN,28.8724,105.4405,46.11,83,100,2.59,overcast clouds
450,Tual,ID,-5.6667,132.75,83.61,76,100,17.09,overcast clouds
451,Shaoyang,CN,27.2315,111.4525,38.21,82,100,3.89,overcast clouds
452,Henties Bay,NA,-22.116,14.2845,66.85,79,100,5.48,overcast clouds
453,Solnechnyy,RU,50.7214,136.6319,-11.34,99,95,2.82,overcast clouds
454,Beira,MZ,-19.8436,34.8389,80.69,74,20,10.36,few clouds
455,Adre,TD,13.4667,22.2,72.23,16,0,3.58,clear sky
456,Itaituba,BR,-4.2761,-55.9836,82.56,78,40,5.75,light rain
457,Chalmette,US,29.9427,-89.9634,64.0,50,0,8.99,clear sky
458,Nanakuli,US,21.3906,-158.1547,73.35,77,0,5.75,clear sky
459,Shubarshi,KZ,48.5872,57.1869,21.47,90,100,12.19,overcast clouds
460,Chicama,PE,-7.8447,-79.1469,68.54,58,99,10.45,overcast clouds
461,Jieshi,CN,22.8134,115.8257,53.94,69,33,16.11,scattered clouds
462,Muisne,EC,0.6,-80.0333,86.11,72,100,5.03,overcast clouds
463,Vestmannaeyjar,IS,63.4427,-20.2734,29.39,64,40,34.52,scattered clouds
464,Shatrovo,RU,56.5167,64.6333,10.69,96,100,3.91,overcast clouds
465,Marabba,SD,12.35,32.1833,78.37,13,49,13.0,scattered clouds
466,Darasun,RU,51.6667,114.0,-24.39,100,33,3.0,scattered clouds
467,Sun City West,US,33.662,-112.3413,66.58,29,40,3.0,scattered clouds
468,Milverton,CA,43.5668,-80.9164,19.11,64,88,1.99,overcast clouds
469,Kathmandu,NP,27.7167,85.3167,46.62,87,75,2.3,broken clouds
470,Sioux City,US,42.5,-96.4003,25.59,57,0,3.44,clear sky
471,Bozeman,US,45.6796,-111.0386,42.22,42,100,1.01,overcast clouds
472,Kualakapuas,ID,-3.0091,114.3876,78.96,88,100,2.55,overcast clouds
473,Cam Ranh,VN,11.9214,109.1591,75.16,88,20,3.44,few clouds
474,Pacov,CZ,49.4708,15.0017,37.81,64,100,24.72,overcast clouds
475,Labis,MY,2.385,103.021,73.09,93,99,2.13,overcast clouds
476,Viedma,AR,-40.8135,-62.9967,61.61,49,57,23.26,broken clouds
477,Cockburn Town,TC,21.4612,-71.1419,78.76,65,40,17.27,scattered clouds
478,Bulgan,MN,48.8125,103.5347,-8.45,92,10,3.83,clear sky
479,Omsukchan,RU,62.5333,155.8,-12.42,100,100,5.53,overcast clouds
480,Antofagasta,CL,-23.65,-70.4,70.88,63,21,9.73,few clouds
481,Grindavik,IS,63.8424,-22.4338,27.07,50,75,37.98,light snow
482,Troitsko-Pechorsk,RU,62.7084,56.1964,2.61,99,100,3.96,overcast clouds
483,Pendleton,US,45.6721,-118.7886,34.2,86,100,0.0,mist
484,Ukiah,US,39.1502,-123.2078,56.01,66,6,0.87,clear sky
485,Khudumelapye,BW,-23.8833,24.75,73.8,64,99,11.25,overcast clouds
486,Deniliquin,AU,-35.5333,144.9667,76.91,72,76,6.31,broken clouds
487,Chara,RU,56.9064,118.2631,-18.63,89,51,1.25,broken clouds
488,Qui Nhon,VN,13.7667,109.2333,75.29,86,90,7.18,overcast clouds
489,Almaznyy,RU,48.0448,40.045,32.14,94,100,15.01,light snow
490,Portland,US,45.5234,-122.6762,44.11,77,75,1.01,broken clouds
491,Xucheng,CN,20.35,110.1288,63.3,88,89,18.45,overcast clouds
492,Snyder,US,32.7179,-100.9176,56.35,31,0,5.75,clear sky
493,Ayagoz,KZ,47.9714,80.4392,8.1,100,97,2.21,overcast clouds
494,Hinesburg,US,44.3292,-73.1107,16.66,53,40,1.99,scattered clouds
495,Zeya,RU,53.75,127.2667,-5.58,91,73,3.91,broken clouds
496,San Quintin,MX,30.4833,-115.95,60.69,53,0,2.51,clear sky
497,Wanaka,NZ,-44.7,169.15,57.11,83,8,1.99,clear sky
498,Saint-Augustin,CA,51.226,-58.6502,31.62,81,99,32.32,light snow
499,Shahrud,IR,36.4182,54.9763,35.19,42,0,5.17,clear sky
500,Bahia Blanca,AR,-38.7196,-62.2724,85.24,20,66,8.97,broken clouds
501,Dauriya,RU,49.9333,116.8667,-20.63,100,26,1.61,scattered clouds
502,Kirakira,SB,-10.4544,161.9205,80.2,84,100,4.65,moderate rain
503,Artyom,AZ,40.4723,50.333,46.54,62,100,15.99,overcast clouds
504,Cap Malheureux,MU,-19.9842,57.6142,81.09,73,40,3.0,scattered clouds
505,Rochester,US,43.1548,-77.6156,23.34,59,40,3.0,scattered clouds
506,Arman,RU,59.7,150.1667,6.06,79,100,13.35,overcast clouds
507,Ngunguru,NZ,-35.6167,174.5,62.17,80,99,12.06,overcast clouds
508,Barra Patuca,HN,15.8,-84.2833,73.98,77,99,16.58,overcast clouds
509,Nenjiang,CN,49.1833,125.2167,-16.04,99,12,2.33,few clouds
510,Ugoofaaru,MV,5.6667,73.0,81.72,77,50,13.89,scattered clouds
511,Teya,RU,60.3778,92.6267,-12.48,100,96,3.13,overcast clouds
512,Te Anau,NZ,-45.4167,167.7167,53.62,95,14,0.72,few clouds
513,Vrangel,RU,42.7297,133.0839,16.75,61,5,11.41,clear sky
514,Biltine,TD,14.5333,20.9167,73.62,11,18,11.27,few clouds
515,La Paz,BO,-16.5,-68.15,51.78,93,75,4.61,broken clouds
516,Xining,CN,36.6167,101.7667,10.58,69,33,1.63,scattered clouds
517,Uruzgan,AF,32.8333,66.0,39.16,63,18,2.77,few clouds
518,Husavik,IS,66.0449,-17.3389,28.31,70,76,21.27,broken clouds
519,Marystown,CA,47.1666,-55.1483,37.44,75,100,33.2,overcast clouds
520,Esso,RU,55.9333,158.7,14.22,93,100,4.92,overcast clouds
521,Mokhsogollokh,RU,61.4681,128.9203,-23.39,100,96,3.09,overcast clouds
522,Xudat,AZ,41.631,48.681,38.23,77,100,4.47,overcast clouds
523,Dolores,AR,-36.3132,-57.6792,84.27,43,12,13.87,few clouds
524,Salta,AR,-24.7859,-65.4117,82.58,56,40,8.01,scattered clouds
525,Mogadishu,SO,2.0371,45.3438,77.7,82,36,21.41,scattered clouds
526,Payson,US,40.0444,-111.7321,42.03,65,0,1.99,clear sky
527,Boyarka,UA,50.3191,30.2973,36.14,69,75,13.42,snow
528,Comodoro Rivadavia,AR,-45.8667,-67.5,62.46,20,40,17.27,scattered clouds
529,Iqaluit,CA,63.7506,-68.5145,-9.67,64,75,3.44,broken clouds
530,Alice Springs,AU,-23.7,133.8833,71.15,100,75,10.36,moderate rain
531,Port Macquarie,AU,-31.4333,152.9167,69.89,100,40,4.61,scattered clouds
532,Bere,TD,9.3202,16.1552,81.86,13,35,5.75,scattered clouds
533,Haines Junction,CA,60.7522,-137.5108,10.35,61,99,12.66,overcast clouds
534,Natal,BR,-5.795,-35.2094,88.45,66,40,17.27,scattered clouds
535,Ko Samui,TH,9.5357,99.9357,81.57,74,12,8.68,few clouds
536,Nador,MA,35.174,-2.9287,59.25,67,0,3.44,clear sky
537,Antropovo,RU,58.3988,43.0066,14.88,96,99,7.09,overcast clouds
538,Sinnamary,GF,5.3833,-52.95,80.6,75,58,10.04,broken clouds
539,Maues,BR,-3.3836,-57.7186,74.16,96,100,2.55,overcast clouds
540,Gladstone,AU,-23.85,151.25,75.13,88,20,4.61,few clouds
541,Seoul,KR,37.5683,126.9778,22.44,53,0,1.14,clear sky
542,Megion,RU,61.0296,76.1136,6.82,94,100,10.13,overcast clouds
543,Zaysan,KZ,47.4667,84.8667,6.26,88,100,1.25,overcast clouds
544,Coihaique,CL,-45.5752,-72.0662,57.81,47,40,8.05,scattered clouds
545,Quatre Cocos,MU,-20.2078,57.7625,80.71,84,55,17.96,broken clouds
546,Kloulklubed,PW,7.0419,134.2556,77.5,68,98,9.73,overcast clouds
547,Merrill,US,45.1805,-89.6835,26.37,67,100,3.44,overcast clouds
548,Lazaro Cardenas,MX,17.9583,-102.2,82.74,52,3,6.58,clear sky
549,Kaka,TM,37.3482,59.6143,43.0,58,1,7.76,clear sky
550,Aygehovit,AM,40.9795,45.2503,31.23,56,86,10.04,overcast clouds
551,Huicheng,CN,23.0385,116.2899,53.55,73,69,17.36,broken clouds
552,Bandar,ID,2.05,99.75,72.63,96,76,2.39,broken clouds
553,Erlangen,DE,49.5897,11.0039,40.91,70,75,5.99,broken clouds
554,Muros,ES,42.7762,-9.0603,64.9,51,0,3.27,clear sky
555,San Jose,US,37.3394,-121.895,55.45,65,20,3.44,few clouds
556,Christchurch,NZ,-43.5333,172.6333,63.0,84,68,1.01,broken clouds
557,Lavrentiya,RU,65.5833,-171.0,-4.76,88,4,5.12,clear sky
558,Banjar,ID,-8.19,114.9675,82.26,91,100,4.07,overcast clouds
559,Siyabuswa,ZA,-25.1132,29.0445,74.14,67,100,10.49,light rain
560,Flin Flon,CA,54.7682,-101.865,4.84,78,100,4.61,light snow
561,Havre,FR,49.5833,0.3333,46.44,81,20,1.14,few clouds
562,Caboolture,AU,-27.0833,152.95,74.79,97,53,3.47,broken clouds
563,Kathu,TH,7.9178,98.3332,85.69,82,23,10.09,few clouds
564,Tocopilla,CL,-22.092,-70.1979,71.01,65,2,7.11,clear sky
565,Villazon,BO,-22.0866,-65.5942,63.88,44,68,11.23,broken clouds
566,Emiliano Zapata,MX,18.8333,-99.1833,77.85,37,20,5.75,few clouds
567,Ust-Tsilma,RU,65.441,52.1498,11.35,94,100,5.93,overcast clouds
568,Mecca,SA,21.4267,39.8261,69.19,58,60,6.6,broken clouds
569,Onguday,RU,50.75,86.15,-0.29,94,93,2.62,overcast clouds
570,Hami,CN,42.8,93.45,24.17,39,100,1.97,overcast clouds
571,Zory,PL,50.0452,18.7006,41.95,74,100,23.67,overcast clouds
572,Vila Franca Do Campo,PT,37.7167,-25.4333,61.2,79,80,14.54,broken clouds
573,Gap,FR,44.6667,6.0,29.84,65,6,8.48,clear sky
574,Maningrida,AU,-12.0667,134.2667,78.87,88,100,12.19,light rain
575,Salto Del Guaira,PY,-24.0625,-54.3069,89.1,53,59,3.62,broken clouds
576,Lingig,PH,8.0389,126.4125,75.81,90,39,3.47,scattered clouds
577,Pahrump,US,36.2083,-115.9839,57.18,18,0,4.21,clear sky
578,Sangar,RU,63.9242,127.4739,-34.73,99,25,2.15,scattered clouds
579,Noumea,NC,-22.2763,166.4572,81.0,99,100,9.33,overcast clouds
580,Avera,US,33.194,-82.5271,53.44,32,0,16.02,clear sky
581,Kahramanmaras,TR,38.0,37.0,23.63,94,74,7.83,broken clouds
582,Cerrito,CO,6.8432,-72.694,58.39,52,90,4.63,overcast clouds
583,Yarada,IN,17.65,83.2667,70.12,83,20,2.3,mist
584,Quetigny,FR,47.3167,5.1167,44.55,81,100,5.75,overcast clouds
585,Dondo,MZ,-19.6094,34.7431,80.11,78,37,5.61,scattered clouds
586,Wanlaweyn,SO,2.6185,44.8938,78.17,64,99,18.81,overcast clouds
587,High Prairie,CA,55.4334,-116.4858,22.39,90,38,0.89,scattered clouds
588,Nakhon Phanom,TH,17.3333,104.4167,65.57,75,38,7.54,scattered clouds
589,Kushmurun,KZ,52.4503,64.6311,9.3,95,93,9.84,overcast clouds
590,Thai Binh,VN,20.45,106.3333,55.4,82,100,9.04,overcast clouds
591,Port-Gentil,GA,-0.7193,8.7815,84.16,79,40,11.5,scattered clouds
592,Inirida,CO,3.8653,-67.9239,95.7,29,76,2.39,broken clouds
593,San Rafael,AR,-34.6177,-68.3301,85.57,27,0,10.85,clear sky
594,Marrakesh,MA,31.6315,-8.0083,75.27,22,40,6.91,scattered clouds
595,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,101.68,11,0,6.08,clear sky
596,New Waterford,US,40.8451,-80.6145,23.18,71,100,5.01,overcast clouds
597,Kimberley,ZA,-28.7323,24.7623,69.49,78,75,8.05,broken clouds
598,Westport,US,41.1415,-73.3579,25.41,46,0,3.0,clear sky
599,Dahuk,IQ,36.8695,42.994,36.84,80,69,3.62,broken clouds
600,Abnub,EG,27.2696,31.1511,54.66,39,3,6.26,clear sky
601,Atbasar,KZ,51.8,68.3333,4.14,96,82,10.07,broken clouds
602,Xuzhou,CN,34.1805,117.1571,35.11,71,14,6.78,few clouds
603,Santa Maria,BR,-29.6842,-53.8069,83.5,58,20,12.66,few clouds
604,Ulaangom,MN,49.9811,92.0667,-24.27,93,89,3.42,overcast clouds
605,Merauke,ID,-8.4667,140.3333,77.68,84,100,3.65,overcast clouds
606,Lokosovo,RU,61.1333,74.8167,7.66,95,100,6.89,overcast clouds
607,Totness,SR,5.8833,-56.3167,82.17,68,88,10.85,overcast clouds
608,Poum,NC,-20.2333,164.0167,79.7,79,99,7.94,overcast clouds
609,Emerald,AU,-23.5333,148.1667,77.14,78,15,8.05,few clouds
610,Tevaitoa,PF,-16.7833,-151.5,79.47,74,32,7.27,scattered clouds
611,Cervantes,AR,-39.05,-67.3833,79.38,18,61,28.81,broken clouds
612,San Vicente,AR,-26.6167,-54.1333,85.96,36,40,3.24,scattered clouds
613,Usinsk,RU,65.9939,57.5281,1.87,99,99,6.78,overcast clouds
614,Napier,NZ,-39.4833,176.9167,58.33,91,8,7.7,clear sky
615,Walvis Bay,NA,-22.9575,14.5053,67.15,88,30,11.5,scattered clouds
616,Grand Gaube,MU,-20.0064,57.6608,81.0,73,44,3.0,scattered clouds
617,Alto Araguaia,BR,-17.3147,-53.2153,70.43,94,100,7.02,overcast clouds
618,Dudinka,RU,69.4058,86.1778,-12.98,98,89,8.72,overcast clouds
619,Mlonggo,ID,-6.5333,110.7,79.16,84,100,5.68,light rain
620,Beringovskiy,RU,63.05,179.3167,-13.67,99,70,7.34,broken clouds
621,Honggang,CN,46.4667,124.8667,-9.53,99,8,2.8,clear sky
622,Palasa,IN,18.7667,84.4167,64.89,78,0,3.44,clear sky
623,Myaundzha,RU,63.0494,147.1858,-5.03,97,100,3.33,overcast clouds
624,Isangel,VU,-19.55,169.2667,77.41,94,100,9.8,overcast clouds
625,Ereymentau,KZ,51.6199,73.1033,11.05,90,81,14.52,broken clouds
626,Manaure,CO,11.7751,-72.4445,82.51,64,9,14.9,clear sky
627,Olafsvik,IS,64.8945,-23.7142,28.67,59,100,38.23,light snow
628,Bolondron,CU,22.7633,-81.4469,62.8,37,0,13.2,clear sky
629,Banugao,PH,14.7333,121.6333,77.07,89,72,13.27,broken clouds
630,Paramonga,PE,-10.6667,-77.8333,74.35,74,100,10.04,overcast clouds
631,Taltal,CL,-25.4,-70.4833,68.25,71,23,7.18,few clouds
632,Hosanagara,IN,13.9167,75.0667,67.26,65,7,1.99,clear sky
633,Berezovka,BY,53.7214,25.4993,31.46,96,100,16.55,snow
634,Tessaoua,NE,13.7574,7.9874,72.48,10,51,15.9,broken clouds
635,Umm Kaddadah,SD,13.6017,26.6876,64.0,13,1,12.37,clear sky
636,Bilibino,RU,68.0546,166.4372,-8.66,92,100,5.01,overcast clouds
637,Bria,CF,6.5423,21.9863,79.79,18,47,3.74,scattered clouds
638,Honningsvag,NO,70.9821,25.9704,31.75,59,75,18.41,broken clouds
639,Maceio,BR,-9.6658,-35.7353,89.04,62,40,16.11,scattered clouds
640,Severobaykalsk,RU,55.65,109.3167,-9.99,95,99,3.87,overcast clouds
641,Inhambane,MZ,-23.865,35.3833,78.78,78,20,4.61,few clouds
642,Rio Branco Do Sul,BR,-25.19,-49.3142,71.67,97,99,3.6,overcast clouds
643,San Policarpo,PH,12.1791,125.5072,77.77,84,23,1.43,few clouds
644,Raychikhinsk,RU,49.7838,129.4121,-22.23,100,23,4.68,few clouds
645,Sioux Lookout,CA,50.1001,-91.917,-0.02,78,100,2.3,overcast clouds
646,Naifaru,MV,5.4444,73.3657,81.55,77,51,14.16,broken clouds
647,Eydhafushi,MV,5.1033,73.0708,81.7,77,62,14.41,broken clouds
648,Kazachinskoye,RU,57.6953,93.2761,-8.12,100,86,1.01,overcast clouds
649,Bonito,BR,-21.1211,-56.4819,86.36,53,62,2.42,broken clouds
650,Raudeberg,NO,61.9875,5.1352,33.4,82,99,3.0,overcast clouds
651,Nioro,GM,13.35,-15.75,100.15,9,77,6.29,broken clouds
652,Ostersund,SE,63.1792,14.6357,27.61,86,20,19.57,few clouds
653,San Nicolas,PH,18.1725,120.5953,72.55,82,14,14.36,few clouds
654,Yingkou,CN,40.6648,122.2283,18.23,52,20,6.08,few clouds
655,Rovaniemi,FI,66.5,25.7167,8.01,85,0,8.05,clear sky
656,Biak,ID,-0.9131,122.8766,76.32,80,88,5.59,overcast clouds
657,Newton,US,42.337,-71.2092,22.26,54,0,1.01,light snow
658,Leipzig,DE,51.342,12.375,42.21,60,100,17.0,overcast clouds
659,Hervey Bay,AU,-25.2986,152.8535,72.03,86,82,8.23,broken clouds
660,Kulykiv,UA,50.3142,24.8176,37.2,90,100,26.04,snow
661,Suntar,RU,62.1444,117.6319,-17.1,99,55,3.89,broken clouds
662,Severomuysk,RU,56.1481,113.4267,-22.11,97,62,3.27,broken clouds
663,Orangeburg,US,33.4918,-80.8557,49.71,27,0,11.5,clear sky
664,Jamame,SO,0.0722,42.7506,76.8,74,16,12.8,few clouds
665,Beyneu,KZ,45.3167,55.2,33.17,76,98,14.14,overcast clouds
666,Beloha,MG,-25.1667,45.05,74.57,68,88,15.77,overcast clouds
667,Kangavar,IR,34.5043,47.9653,29.68,61,2,3.62,clear sky
668,Shorkot,PK,31.9099,70.8774,57.56,38,0,0.69,clear sky
669,Playa Vicente,MX,17.8333,-95.8167,72.55,62,66,4.41,broken clouds
670,Guozhen,CN,34.3659,107.359,27.97,67,36,2.13,scattered clouds
671,Diffa,NE,13.3154,12.6113,69.8,15,20,9.1,few clouds
672,Qaqortoq,GL,60.7167,-46.0333,10.9,65,100,8.68,light snow
673,Guarapari,BR,-20.6667,-40.4975,87.69,71,90,4.74,overcast clouds
674,Labrea,BR,-7.2586,-64.7981,80.46,80,100,2.89,overcast clouds
675,Luanda,AO,-8.8368,13.2343,79.32,82,98,11.97,overcast clouds
676,Sibiti,CG,-3.6819,13.3499,70.59,96,98,2.98,light rain
677,Moindou,NC,-21.6924,165.677,76.95,85,100,7.07,overcast clouds
678,Salto De Agua,MX,17.6167,-92.3667,71.98,66,71,7.58,broken clouds
679,Toba,JP,34.4833,136.85,39.2,72,77,1.99,broken clouds
680,Kieta,PG,-6.2167,155.6333,79.21,86,100,5.91,light rain
681,Abong Mbang,CM,3.9833,13.1833,76.17,25,91,1.63,overcast clouds
682,Coahuayana,MX,18.7333,-103.6833,85.48,28,0,5.75,clear sky
683,Adrar,MR,20.5022,-10.0711,82.49,10,100,10.87,overcast clouds
684,Eureka,US,40.8021,-124.1637,47.93,93,91,3.0,overcast clouds
685,Zinder,NE,13.8072,8.9881,70.36,10,6,14.67,clear sky
686,Alta Floresta,BR,-9.8756,-56.0861,80.42,78,100,9.22,light rain
687,Musafirkhana,IN,26.3667,81.8,55.09,61,0,3.49,clear sky
688,Pasighat,IN,28.0667,95.3333,53.94,62,69,3.11,broken clouds
689,Gazojak,TM,41.1875,61.4036,32.59,65,7,9.62,clear sky
690,Alenquer,BR,-1.9417,-54.7383,75.54,75,99,1.74,overcast clouds
691,Houma,US,29.5958,-90.7195,64.0,50,0,10.36,clear sky
692,Tautira,PF,-17.7333,-149.15,73.42,76,92,9.86,light rain
693,Koryazhma,RU,61.3143,47.1691,5.65,97,76,4.54,broken clouds
694,Shakawe,BW,-18.3667,21.85,68.23,87,99,7.67,overcast clouds
695,Bagdarin,RU,54.4333,113.6,-16.74,97,12,3.6,few clouds
696,Frystak,CZ,49.2852,17.6835,41.23,71,95,5.01,overcast clouds
697,Pleasant Prairie,US,42.5531,-87.9334,28.78,65,100,8.01,overcast clouds
698,Wahiawa,US,21.5028,-158.0236,70.47,76,20,0.0,few clouds
